target	id	Arguments	status_account	month_duration	credit_history	purpose	credit_amount	status_savings	years_employment	payment_to_income_ratio	status_and_sex	secondary_obligor	residence_since	collateral	age	other_installment_plans	housing	n_credits	job	n_guarantors	telephone	is_foreign_worker
good	405		Low positive balance	18	delay in paying off in the past	car (new)	2899	unknown/ no savings account	>= 7 years	4	male : single	none	4	real estate	43	none	own	1	skilled employee/ official	2	none	yes
bad	406		Low positive balance	24	existing credits paid back duly till now	radio/television	2039	< 100 DM	< 1 year	1	male : married/widowed	none	1	car	22	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	407		No checking account	24	critical account/ other credits existing (not at this bank)	car (used)	2197	unknown/ no savings account	4 to < 7 years	4	male : single	none	4	real estate	43	none	own	2	skilled employee/ official	2	yes, registered under the customers name	yes
good	408		Negative balance	15	existing credits paid back duly till now	radio/television	1053	< 100 DM	< 1 year	4	male : married/widowed	none	2	none	27	none	own	1	skilled employee/ official	1	none	no
good	409		No checking account	24	existing credits paid back duly till now	radio/television	3235	500 to < 1000 DM	>= 7 years	3	male : divorced/separated	none	2	real estate	26	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	410		High positive balance	12	critical account/ other credits existing (not at this bank)	car (new)	939	500 to < 1000 DM	4 to < 7 years	4	male : married/widowed	none	2	none	28	none	own	3	skilled employee/ official	1	yes, registered under the customers name	yes
good	411		Low positive balance	24	existing credits paid back duly till now	radio/television	1967	< 100 DM	>= 7 years	4	female : divorced/separated/married	none	4	real estate	20	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	412		No checking account	33	critical account/ other credits existing (not at this bank)	car (used)	7253	< 100 DM	4 to < 7 years	3	male : single	none	2	real estate	35	none	own	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	413		No checking account	12	critical account/ other credits existing (not at this bank)	business	2292	< 100 DM	unemployed	4	male : single	none	2	real estate	42	stores	own	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	414		No checking account	10	existing credits paid back duly till now	car (new)	1597	500 to < 1000 DM	1 to < 4 years	3	male : single	none	2	savings agreement/life insurance	40	none	rent	1	unskilled - resident	2	none	no
bad	415		Negative balance	24	existing credits paid back duly till now	car (new)	1381	unknown/ no savings account	1 to < 4 years	4	female : divorced/separated/married	none	2	car	35	none	own	1	skilled employee/ official	1	none	yes
good	416		No checking account	36	critical account/ other credits existing (not at this bank)	car (used)	5842	< 100 DM	>= 7 years	2	male : single	none	2	car	35	none	own	2	skilled employee/ official	2	yes, registered under the customers name	yes
bad	417		Negative balance	12	existing credits paid back duly till now	car (new)	2579	< 100 DM	< 1 year	4	male : single	none	1	none	33	none	own	1	unskilled - resident	2	none	yes
good	418		Negative balance	18	delay in paying off in the past	education	8471	unknown/ no savings account	1 to < 4 years	1	female : divorced/separated/married	none	2	real estate	23	none	rent	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	419		No checking account	21	existing credits paid back duly till now	car (new)	2782	500 to < 1000 DM	4 to < 7 years	1	female : divorced/separated/married	none	2	real estate	31	bank	own	1	management/ self-employed/highly qualified employee	1	none	yes
bad	420		Low positive balance	18	existing credits paid back duly till now	car (new)	1042	unknown/ no savings account	1 to < 4 years	4	female : divorced/separated/married	none	2	car	33	none	own	1	skilled employee/ official	1	none	yes
good	421		No checking account	15	existing credits paid back duly till now	car (new)	3186	>= 1000 DM	4 to < 7 years	2	female : divorced/separated/married	none	3	real estate	20	none	rent	1	skilled employee/ official	1	none	yes
good	422		Low positive balance	12	existing credits paid back duly till now	car (used)	2028	unknown/ no savings account	1 to < 4 years	4	male : single	none	2	real estate	30	none	own	1	skilled employee/ official	1	none	yes
good	423		Low positive balance	12	critical account/ other credits existing (not at this bank)	car (new)	958	< 100 DM	4 to < 7 years	2	male : single	none	3	none	47	none	own	2	unskilled - resident	2	none	yes
good	424		No checking account	21	delay in paying off in the past	furniture/equipment	1591	100 to < 500 DM	4 to < 7 years	4	male : single	none	3	none	34	none	own	2	management/ self-employed/highly qualified employee	1	none	yes
bad	425		Low positive balance	12	existing credits paid back duly till now	furniture/equipment	2762	unknown/ no savings account	>= 7 years	1	female : divorced/separated/married	none	2	car	25	bank	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	426		Low positive balance	18	existing credits paid back duly till now	car (used)	2779	< 100 DM	1 to < 4 years	1	male : married/widowed	none	3	real estate	21	none	rent	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	427		No checking account	28	critical account/ other credits existing (not at this bank)	radio/television	2743	< 100 DM	>= 7 years	4	male : single	none	2	real estate	29	none	own	2	skilled employee/ official	1	none	yes
good	428		No checking account	18	critical account/ other credits existing (not at this bank)	radio/television	1149	>= 1000 DM	1 to < 4 years	4	male : single	none	3	none	46	none	own	2	skilled employee/ official	1	none	yes
good	429		No checking account	9	existing credits paid back duly till now	furniture/equipment	1313	< 100 DM	>= 7 years	1	male : single	none	4	real estate	20	none	own	1	skilled employee/ official	1	none	yes
bad	430		Negative balance	18	critical account/ other credits existing (not at this bank)	repairs	1190	< 100 DM	unemployed	2	female : divorced/separated/married	none	4	savings agreement/life insurance	55	none	for free	3	unemployed/ unskilled - non-resident	2	none	yes
good	431		No checking account	5	existing credits paid back duly till now	business	3448	< 100 DM	4 to < 7 years	1	male : single	none	4	none	74	none	own	1	unskilled - resident	1	none	yes
bad	432		Low positive balance	24	existing credits paid back duly till now	others	11328	< 100 DM	1 to < 4 years	2	male : single	co-applicant	3	real estate	29	bank	own	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	433		Negative balance	6	critical account/ other credits existing (not at this bank)	furniture/equipment	1872	< 100 DM	unemployed	4	male : single	none	4	savings agreement/life insurance	36	none	for free	3	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	434		No checking account	24	critical account/ other credits existing (not at this bank)	repairs	2058	< 100 DM	1 to < 4 years	4	male : divorced/separated	none	2	none	33	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	435		Negative balance	9	existing credits paid back duly till now	furniture/equipment	2136	< 100 DM	1 to < 4 years	3	male : single	none	2	none	25	none	own	1	skilled employee/ official	1	none	yes
bad	436		Low positive balance	12	existing credits paid back duly till now	radio/television	1484	unknown/ no savings account	1 to < 4 years	2	male : married/widowed	none	1	none	25	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	437		No checking account	6	existing credits paid back duly till now	repairs	660	500 to < 1000 DM	4 to < 7 years	2	male : married/widowed	none	4	none	23	none	rent	1	unskilled - resident	1	none	yes
good	438		No checking account	24	critical account/ other credits existing (not at this bank)	car (new)	1287	>= 1000 DM	>= 7 years	4	female : divorced/separated/married	none	4	none	37	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	439		Negative balance	42	critical account/ other credits existing (not at this bank)	repairs	3394	< 100 DM	unemployed	4	male : single	co-applicant	4	real estate	65	none	own	2	unemployed/ unskilled - non-resident	1	none	yes
bad	440		High positive balance	12	all credits at this bank paid back duly	business	609	< 100 DM	< 1 year	4	female : divorced/separated/married	none	1	none	26	none	own	1	unemployed/ unskilled - non-resident	1	none	yes
good	441		No checking account	12	existing credits paid back duly till now	car (new)	1884	< 100 DM	>= 7 years	4	male : single	none	4	real estate	39	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	442		Negative balance	12	existing credits paid back duly till now	furniture/equipment	1620	< 100 DM	1 to < 4 years	2	female : divorced/separated/married	co-applicant	3	car	30	none	own	1	skilled employee/ official	1	none	yes
good	443		Low positive balance	20	delay in paying off in the past	others	2629	< 100 DM	1 to < 4 years	2	male : single	none	3	real estate	29	bank	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
bad	444		No checking account	12	existing credits paid back duly till now	education	719	< 100 DM	>= 7 years	4	male : single	none	4	real estate	41	bank	own	1	unskilled - resident	2	none	yes
bad	445		Low positive balance	48	critical account/ other credits existing (not at this bank)	furniture/equipment	5096	< 100 DM	1 to < 4 years	2	female : divorced/separated/married	none	3	real estate	30	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	446		No checking account	9	critical account/ other credits existing (not at this bank)	education	1244	unknown/ no savings account	>= 7 years	4	female : divorced/separated/married	none	4	car	41	none	rent	2	unskilled - resident	1	none	yes
bad	447		Negative balance	36	existing credits paid back duly till now	car (new)	1842	< 100 DM	< 1 year	4	female : divorced/separated/married	none	4	real estate	34	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	448		Low positive balance	7	existing credits paid back duly till now	radio/television	2576	< 100 DM	1 to < 4 years	2	male : single	guarantor	2	none	35	none	own	1	skilled employee/ official	1	none	yes
good	449		High positive balance	12	existing credits paid back duly till now	furniture/equipment	1424	unknown/ no savings account	>= 7 years	3	female : divorced/separated/married	none	4	none	55	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
